T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
11.9,18.3,8.2,1017.8,81.0,0.5,3.9,11.1,237.72708333333333
10.7,16.7,6.0,1018.9,90.0,0.3,1.1,5.4,238.83041666666668
10.5,15.4,6.1,1020.5,90.0,0.3,4.3,7.6,237.9395833333333
11.6,15.2,8.1,1021.1,81.0,0.6,4.1,7.6,252.5195833333333
11.3,17.2,8.7,1021.6,82.0,0.6,5.0,7.6,244.03583333333327
11.1,16.1,8.5,1019.0,85.0,0.5,6.3,14.8,256.6554166666665
12.5,17.8,7.4,1015.7,83.0,0.5,2.2,11.1,251.05541666666667
12.8,18.2,9.8,1012.1,88.0,0.3,3.7,7.6,243.1220833333333
14.1,19.4,7.6,1011.6,82.0,0.5,3.7,9.4,247.94416666666663
13.1,19.6,11.5,1007.5,93.0,0.5,8.3,14.8,256.9808333333333
12.3,14.8,9.6,1010.7,92.0,0.5,2.8,9.4,242.2725
11.0,14.9,7.6,1014.9,89.0,0.5,0.9,3.5,245.64291666666665
10.1,14.8,6.2,1015.5,88.0,0.5,5.9,11.1,247.92291666666665
11.8,16.2,5.8,1016.3,85.0,0.8,4.6,11.1,259.23291666666665
12.5,18.2,6.3,1017.0,78.0,1.6,8.0,14.8,253.04208333333332
12.4,19.6,6.4,1017.1,66.0,1.6,7.2,18.3,247.86999999999992
13.0,21.8,5.4,1016.7,67.0,1.4,5.0,16.5,251.4445833333333
14.8,22.4,7.5,1011.7,69.0,1.4,8.5,18.3,249.64958333333325
13.9,22.2,6.4,1012.1,82.0,0.6,4.4,13.0,258.4475
14.2,22.2,7.0,1011.3,81.0,0.5,5.7,11.1,253.68916666666664
13.8,20.8,6.6,1011.9,88.0,1.1,9.1,14.8,249.7470833333333
13.1,23.4,11.0,1007.2,84.0,0.8,13.1,22.2,238.6070833333333
13.6,18.0,10.2,1011.0,80.0,1.3,6.9,14.8,255.94291666666663
13.5,20.0,6.9,1015.2,73.0,1.0,3.0,9.4,239.32875
14.2,23.0,5.4,1016.3,62.0,1.4,2.6,11.1,265.42
18.7,26.0,8.8,1014.5,62.0,2.3,3.1,9.4,253.6358333333333
19.2,26.1,11.5,1012.9,69.0,1.6,3.1,9.4,249.52916666666667
16.5,26.0,11.8,1016.9,76.0,1.3,6.7,14.8,257.8704166666667
16.1,23.0,9.1,1017.1,67.0,1.1,9.4,22.2,245.805
16.4,22.6,8.2,1015.8,56.0,2.3,10.4,27.8,234.16125
16.4,23.2,8.0,1014.5,54.0,2.3,9.1,22.2,253.43500000000003
18.3,28.0,7.0,1013.8,54.0,2.3,3.0,7.6,252.26999999999995
18.2,27.0,8.9,1013.6,52.0,2.1,3.3,11.1,251.17375
19.4,27.0,9.4,1012.9,52.0,2.4,4.3,11.1,255.68499999999997
18.2,27.0,9.4,1010.5,60.0,1.8,4.1,9.4,247.8079166666666
19.2,27.0,10.2,1011.2,52.0,2.4,4.4,9.4,246.14875000000004
19.9,28.0,9.7,1012.1,49.0,2.4,3.9,13.0,246.50124999999997
19.6,28.4,10.8,1012.1,51.0,2.6,5.6,14.8,247.36791666666664
18.6,25.6,11.4,1008.0,59.0,2.3,12.4,20.6,246.08416666666665
18.6,26.0,10.0,1009.5,45.0,3.4,6.3,16.5,233.08000000000004
20.0,27.0,10.0,1010.5,55.0,2.9,13.0,22.2,245.07625
19.8,27.1,15.0,1014.8,73.0,1.8,6.7,14.8,237.0575
19.7,26.0,12.7,1015.6,66.0,1.6,3.3,16.5,251.81708333333327
21.0,27.2,12.5,1015.2,63.0,1.8,6.1,13.0,237.84875
19.2,27.9,13.4,1017.7,64.0,2.6,13.0,25.9,242.42791666666665
19.3,25.0,12.1,1017.6,60.0,3.1,4.6,13.0,244.60916666666665
18.9,25.2,11.5,1016.1,52.0,2.9,6.1,14.8,242.275
18.8,25.3,9.6,1016.4,59.0,2.6,5.2,13.0,237.9433333333333
19.9,27.0,11.2,1015.9,61.0,1.9,5.0,14.8,238.1945833333333
22.7,29.0,13.7,1015.5,56.0,2.7,4.8,11.1,243.97958333333332
21.1,29.4,15.3,1015.3,63.0,2.3,8.0,16.5,239.75541666666663
19.8,25.8,14.2,1013.5,64.0,1.9,7.6,14.8,242.3716666666667
20.5,27.2,13.8,1013.5,68.0,1.9,3.1,11.1,249.5820833333333
21.8,28.6,14.3,1014.4,64.0,1.8,3.0,9.4,238.28
21.8,30.6,13.6,1013.2,62.0,1.9,4.6,11.1,239.015
22.8,30.8,14.2,1012.4,50.0,1.9,5.6,11.1,234.0075
22.4,31.1,16.8,1012.5,60.0,1.9,7.0,22.2,242.48541666666665
19.8,30.0,15.3,1012.4,72.0,1.8,4.4,7.6,226.86666666666667
24.7,31.0,15.6,1010.7,52.0,3.1,9.3,16.5,240.07583333333332
23.9,31.6,16.2,1010.5,62.0,1.9,5.4,14.8,230.3791666666667
25.0,32.6,17.0,1009.6,67.0,1.6,3.9,11.1,224.22291666666672
27.3,33.4,18.9,1006.4,61.0,1.9,3.7,13.0,223.77041666666665
27.8,34.7,20.5,1004.5,58.0,2.3,10.7,24.1,233.23166666666663
28.2,35.0,19.9,1005.8,64.0,1.9,3.5,7.6,225.4666666666666
27.7,36.1,21.7,1006.5,66.0,1.8,5.6,14.8,218.1816666666667
29.1,36.4,19.8,1004.1,63.0,2.3,3.1,11.1,218.20291666666665
29.2,37.4,21.2,1003.2,47.0,2.9,4.8,11.1,230.99750000000003
28.1,38.3,20.5,1005.3,57.0,1.9,5.4,11.1,228.39375
28.2,36.6,22.5,1006.4,47.0,2.1,9.1,16.5,214.22875
27.7,35.0,18.6,1005.9,49.0,1.9,4.8,11.1,217.80000000000004
27.0,35.7,21.2,1004.5,49.0,2.3,5.4,20.6,214.2820833333333
26.6,35.5,19.6,1006.4,51.0,1.9,9.3,14.8,224.0320833333333
27.4,35.3,20.1,1007.8,42.0,1.8,12.8,22.2,220.785
28.2,35.8,20.4,1007.5,41.0,2.6,6.5,14.8,214.4133333333333
28.7,38.4,21.4,1005.9,41.0,2.7,4.6,14.8,220.83041666666665
28.5,39.1,18.8,1004.3,40.0,2.6,4.4,13.0,212.24250000000004
28.9,39.2,19.4,1004.8,46.0,2.1,3.0,11.1,216.01416666666665
29.8,39.6,20.1,1005.3,47.0,1.8,4.4,14.8,202.8125
28.0,39.5,21.4,1005.9,39.0,2.6,5.6,13.0,212.92791666666668
28.3,39.4,17.4,1007.1,42.0,2.6,3.0,11.1,215.4791666666667
28.4,39.4,19.3,1006.2,38.0,3.2,3.9,7.6,206.19833333333332
28.5,39.4,19.0,1006.6,37.0,2.6,6.5,16.5,203.54375
28.8,38.2,19.0,1009.2,35.0,2.6,5.2,14.8,208.8904166666667
29.3,38.8,18.7,1009.2,34.0,2.9,5.9,14.8,196.9341666666667
30.4,40.0,19.4,1007.8,34.0,2.9,5.4,14.8,193.15625
30.4,41.6,19.7,1005.0,34.0,3.1,4.6,11.1,196.8045833333334
31.2,42.4,19.9,1003.2,34.0,2.6,3.7,13.0,193.5683333333333
31.9,42.4,23.5,1002.8,35.0,2.7,3.7,11.1,194.445
31.8,42.6,22.5,1002.3,35.0,2.7,5.7,14.8,195.66583333333327
30.7,42.6,22.5,1002.6,37.0,2.9,5.4,14.8,206.98458333333332
31.3,40.6,21.7,1001.8,38.0,2.1,6.1,14.8,194.06125
31.7,40.6,26.2,1001.6,33.0,2.6,10.2,16.5,183.7570833333333
31.0,39.4,23.7,1001.5,41.0,2.6,3.0,7.6,194.73583333333335
30.8,40.0,22.0,1001.1,40.0,2.7,3.1,9.4,189.66
31.8,40.9,21.7,1002.0,39.0,2.4,4.3,9.4,176.53750000000002
32.2,41.6,22.5,1003.8,40.0,2.3,2.6,7.6,178.37791666666666
32.7,42.6,23.7,1005.3,33.0,1.9,7.8,14.8,191.82083333333333
33.3,42.6,25.6,1003.8,32.0,1.9,7.2,16.5,177.3375
30.2,41.2,25.0,1005.9,39.0,1.9,6.9,14.8,184.06916666666663
30.2,39.3,22.8,1006.3,42.0,3.2,2.8,7.6,181.65625
30.2,39.5,20.6,1006.3,37.0,1.8,4.1,13.0,174.70083333333332
31.7,39.5,22.2,1004.1,30.0,1.9,10.2,18.3,178.99958333333336
32.2,40.6,22.7,1003.7,32.0,2.3,11.3,18.3,177.64666666666665
31.9,40.8,24.6,1003.6,36.0,1.9,3.3,7.6,183.6354166666667
32.2,41.5,22.2,1003.2,33.0,2.1,5.4,14.8,162.97333333333333
32.9,43.5,22.5,1003.2,37.0,2.3,5.4,14.8,166.7408333333333
34.4,43.5,25.8,1001.8,27.0,3.1,6.7,14.8,174.205
33.8,43.5,25.7,999.1,31.0,3.1,4.6,11.1,158.7341666666667
33.3,43.5,25.7,998.9,44.0,1.9,8.3,11.1,169.35458333333335
33.6,40.8,27.4,999.0,50.0,2.6,9.1,11.1,167.42166666666668
33.1,40.8,28.5,1002.1,54.0,1.9,6.1,7.6,160.9675
30.2,39.1,23.4,1004.6,58.0,1.9,10.7,14.8,157.43999999999997
29.8,39.1,22.4,1004.7,58.0,1.9,4.8,9.4,158.60416666666669
32.1,38.4,24.2,1004.0,48.0,1.9,3.9,18.3,150.09291666666664
31.9,39.4,23.8,1003.1,49.0,2.6,3.1,11.1,154.01625
34.7,40.4,29.2,1001.1,47.0,2.3,8.3,11.1,142.025
33.7,40.4,27.6,1001.7,51.0,3.1,8.1,16.5,149.92791666666668
34.0,40.0,28.0,1001.6,52.0,2.7,8.1,11.1,144.42749999999998
34.7,41.4,28.0,999.4,52.0,2.6,6.9,7.6,142.24624999999995
36.1,42.5,29.5,997.7,47.0,2.3,8.0,11.1,149.75125
33.8,42.5,25.2,995.3,54.0,2.6,5.7,9.4,141.23291666666665
37.7,44.2,26.5,995.7,31.0,2.6,5.7,18.3,142.78625
36.2,45.6,25.0,997.0,32.0,3.1,6.3,20.6,141.78916666666666
36.9,45.6,30.8,997.2,24.0,1.9,12.8,18.3,147.0066666666667
34.6,42.4,27.5,998.3,42.0,1.9,7.6,9.4,126.66916666666668
35.0,41.1,29.6,1000.2,36.0,1.9,8.7,14.8,141.2125
35.3,43.6,27.5,998.7,43.0,1.9,3.9,13.0,130.7966666666667
36.7,44.4,28.2,995.7,33.0,3.1,7.4,14.8,136.10249999999996
33.9,44.4,25.0,993.8,36.0,2.3,10.0,27.8,131.95916666666665
33.5,42.4,23.1,994.0,41.0,3.5,5.7,14.8,133.63666666666668
25.7,39.3,17.2,998.8,70.0,2.6,14.3,25.9,133.68500000000003
27.5,32.5,18.9,1004.0,69.0,3.2,6.7,11.1,127.57625
29.6,34.4,23.6,1003.7,64.0,2.3,5.6,11.1,111.75416666666663
33.0,39.3,25.5,997.7,48.0,2.6,10.2,22.2,112.04208333333334
35.4,40.2,26.9,996.2,47.0,2.9,6.5,11.1,130.51124999999996
34.7,41.0,28.7,996.7,47.0,2.9,9.1,14.8,114.32166666666669
31.8,40.7,23.2,998.6,61.0,2.7,8.9,27.8,114.66083333333331
33.2,40.6,20.4,998.3,53.0,2.6,4.1,9.4,122.37541666666664
35.6,42.0,24.9,998.6,35.0,2.9,6.3,11.1,105.68875000000004
35.7,42.0,26.6,997.7,37.0,2.9,4.3,11.1,112.71666666666668
36.6,43.0,24.9,997.6,26.0,3.4,7.6,16.5,109.40958333333332
37.2,44.0,28.7,997.8,26.0,3.1,6.7,16.5,96.32291666666669
36.9,44.2,26.3,997.1,26.0,3.1,7.0,18.3,107.93875
37.6,43.5,27.6,996.0,25.0,2.9,14.3,24.1,99.53333333333336
37.6,44.0,29.8,995.9,24.0,2.1,13.0,24.1,101.07125
38.1,44.0,28.1,995.8,28.0,2.7,8.1,16.5,97.32541666666668
37.9,43.8,29.8,996.0,29.0,2.3,15.9,25.9,113.30708333333337
38.4,44.0,29.7,995.9,27.0,2.9,13.0,24.1,93.63583333333332
38.6,44.0,32.8,998.5,26.0,2.7,13.3,22.2,79.56333333333335
38.1,43.9,31.6,998.7,32.0,3.1,12.8,18.3,96.97083333333332
35.7,43.7,31.2,998.4,40.0,2.6,16.3,25.9,102.92041666666668
37.2,42.2,29.4,996.7,38.0,3.7,16.1,22.2,88.85000000000001
34.1,42.2,23.8,997.9,50.0,3.1,9.6,18.3,79.48625000000001
28.4,40.2,22.8,999.9,76.0,2.3,11.3,18.3,95.66541666666666
29.3,36.7,24.4,1000.4,74.0,1.6,8.5,18.3,95.94874999999998
27.8,32.7,24.5,1000.0,77.0,2.3,4.6,14.8,79.8575
30.2,34.5,24.9,998.4,67.0,2.6,8.0,18.3,85.13666666666666
30.4,37.2,24.3,1002.8,66.0,2.4,8.0,16.5,69.59750000000001
32.8,37.9,25.3,1002.2,56.0,2.6,6.3,14.8,80.07791666666667
33.3,39.3,23.2,999.8,50.0,2.1,5.4,9.4,86.59625000000001
33.2,40.5,24.3,997.3,51.0,2.3,4.4,11.1,84.78833333333333
34.7,40.6,29.0,998.9,60.0,2.7,7.8,14.8,76.67083333333333
36.1,40.9,29.8,999.0,57.0,1.9,7.8,11.1,77.94541666666667
35.5,41.5,30.8,995.8,60.0,1.9,6.5,11.1,81.83541666666666
34.7,41.5,28.8,994.0,59.0,2.6,9.4,14.8,78.43833333333333
26.7,40.9,24.8,998.6,90.0,1.4,7.4,14.8,67.29291666666664
28.5,31.9,23.0,998.3,86.0,1.8,5.0,18.3,75.93041666666667
30.7,34.4,26.2,996.4,76.0,2.1,6.7,14.8,61.50291666666667
31.1,35.7,26.2,997.5,73.0,2.6,7.2,11.1,72.48
32.6,36.8,27.4,997.0,74.0,1.9,4.4,11.1,65.90541666666668
34.1,37.9,29.0,996.9,67.0,2.3,5.6,9.4,58.74291666666665
34.2,38.6,29.4,1000.0,67.0,1.9,9.3,13.0,68.20041666666667
34.4,39.1,30.0,1000.8,65.0,2.3,8.7,11.1,60.47083333333334
34.6,39.1,29.2,998.2,61.0,1.9,6.7,14.8,71.52083333333333
31.0,39.0,28.2,997.6,74.0,1.9,9.1,14.8,66.54833333333333
30.8,35.1,27.5,999.2,76.0,3.1,6.1,13.0,68.55416666666666
31.8,36.9,27.1,999.1,71.0,2.3,4.4,16.5,58.32
29.6,36.9,26.2,999.1,85.0,1.6,4.6,14.8,61.15625000000001
31.5,37.1,26.8,996.8,76.0,2.3,4.4,9.4,63.73624999999999
32.2,38.4,28.4,996.7,73.0,1.9,7.2,11.1,58.91791666666666
33.2,38.6,27.5,998.2,65.0,2.6,9.6,11.1,57.4625
28.3,38.6,25.4,1000.0,87.0,1.9,5.2,14.8,62.735000000000014
30.4,36.5,24.3,1001.5,84.0,1.9,4.4,9.4,64.6675
33.4,38.2,27.8,999.5,77.0,1.9,3.7,7.6,64.69666666666666
30.8,38.2,28.8,998.3,84.0,2.3,6.3,14.8,53.359583333333326
27.9,37.7,25.4,999.3,92.0,1.8,5.7,14.8,57.806250000000006
29.4,35.1,24.5,1001.6,82.0,1.9,2.0,5.4,56.167916666666656
29.3,33.8,27.0,1002.1,90.0,1.1,4.8,16.5,55.50083333333334
30.1,34.9,25.5,1000.5,82.0,1.8,8.9,11.1,55.24333333333333
30.6,35.7,27.1,1000.6,77.0,1.9,6.7,14.8,48.66041666666667
30.7,35.7,26.8,1003.1,77.0,1.9,9.3,18.3,55.62624999999999
30.3,35.2,26.4,1003.8,78.0,1.8,8.5,14.8,56.568333333333335
30.2,34.6,26.7,1003.4,79.0,1.9,5.9,7.6,50.11875
27.9,34.6,26.0,1004.9,90.0,1.9,3.7,7.6,57.78125000000001
27.8,31.8,25.2,1004.0,88.0,1.9,6.1,11.1,62.62000000000001
28.1,32.5,24.5,1002.2,87.0,1.6,4.4,14.8,61.46875000000001
28.7,32.5,24.6,999.7,85.0,1.9,3.3,11.1,57.95749999999999
29.8,33.6,25.6,999.7,79.0,1.8,8.3,11.1,52.30416666666667
31.6,35.7,25.8,999.2,72.0,2.1,4.6,11.1,50.92125000000001
30.8,35.7,27.6,1000.6,78.0,1.8,3.5,7.6,40.16708333333333
29.8,34.6,26.8,1001.4,82.0,1.9,5.4,11.1,45.59166666666666
28.2,34.6,26.5,1000.0,92.0,1.6,3.0,7.6,45.80791666666667
30.5,33.5,26.3,997.9,80.0,1.9,3.5,9.4,55.52916666666666
27.5,33.5,26.4,998.5,92.0,1.6,4.6,11.1,49.65416666666667
30.9,35.2,25.1,997.9,76.0,1.9,2.6,9.4,49.46166666666665
32.7,36.8,27.6,997.3,72.0,3.1,4.6,13.0,54.83958333333333
32.5,37.5,27.8,996.2,69.0,3.1,8.5,13.0,55.35833333333334
29.3,37.5,27.4,998.7,78.0,1.9,9.4,14.8,45.50291666666666
32.1,37.2,26.4,998.1,67.0,2.6,8.9,14.8,49.34000000000001
31.4,37.2,27.4,998.3,74.0,2.7,6.3,11.1,57.59791666666669
28.8,35.4,27.0,1001.2,85.0,2.6,7.4,9.4,56.90458333333333
30.0,34.9,25.8,1001.7,79.0,2.3,8.3,14.8,50.96208333333334
29.0,34.9,27.0,1000.5,81.0,1.9,13.1,18.3,49.51041666666666
29.9,34.4,24.6,1001.6,77.0,1.9,11.1,18.3,52.53000000000001
31.4,35.3,24.6,1000.4,78.0,2.7,7.8,13.0,44.40333333333333
31.5,35.7,26.7,1000.7,75.0,2.3,9.1,16.5,68.10708333333334
29.9,35.7,27.5,1002.0,81.0,1.9,4.8,7.6,58.10958333333334
31.1,35.1,26.6,999.6,76.0,1.9,3.1,7.6,54.06541666666667
32.1,36.1,27.6,998.0,75.0,1.9,10.0,14.8,64.72458333333333
30.8,36.1,27.2,1000.3,78.0,1.8,12.2,18.3,55.03958333333335
29.6,35.5,25.7,1004.0,82.0,1.9,8.5,11.1,49.129166666666656
29.9,34.3,25.2,1003.0,76.0,1.9,3.5,7.6,59.64166666666666
31.3,35.1,25.8,1002.4,71.0,2.4,6.5,11.1,53.709583333333335
30.9,35.1,26.4,1001.5,70.0,1.8,11.5,16.5,45.33166666666668
30.8,35.2,26.2,1002.4,67.0,2.6,8.1,18.3,48.359166666666674
29.8,35.9,26.0,1006.6,73.0,2.6,5.0,9.4,66.82833333333333
30.4,35.9,24.6,1006.4,77.0,1.9,2.8,11.1,56.8
31.9,38.0,25.9,1003.5,66.0,2.4,6.1,11.1,57.01
32.5,37.1,28.2,1003.4,62.0,2.6,4.8,7.6,57.61958333333334
30.6,37.1,27.6,1005.2,78.0,1.9,4.6,9.4,66.71999999999998
32.3,37.1,26.8,1001.8,58.0,2.9,10.0,16.5,65.59458333333335
32.3,36.9,26.8,1001.3,62.0,2.6,7.4,16.5,64.84708333333334
31.8,37.1,26.2,1002.8,62.0,2.6,6.5,14.8,62.00958333333333
31.4,37.1,26.3,1004.4,65.0,1.9,6.5,11.1,58.29541666666666
32.2,37.2,25.8,1005.9,61.0,1.9,2.6,7.6,78.0175
32.1,37.4,26.5,1006.5,65.0,1.9,3.1,9.4,58.335416666666674
32.3,37.7,27.1,1005.5,67.0,2.3,5.4,7.6,70.27833333333332
31.8,37.7,27.6,1004.8,74.0,1.9,7.8,11.1,62.088750000000005
32.3,37.1,26.6,1002.4,68.0,2.1,6.7,11.1,70.81125000000002
31.6,37.3,26.2,1001.2,68.0,2.1,7.4,13.0,74.10458333333334
30.1,37.3,23.8,1002.6,74.0,1.9,9.8,16.5,66.80375000000001
27.8,35.4,25.8,1003.3,86.0,1.9,8.5,14.8,72.56541666666668
26.6,33.6,24.2,1001.0,91.0,1.6,9.1,14.8,75.81541666666666
24.9,31.7,22.5,999.0,99.0,1.0,4.8,16.5,71.02375
28.8,33.2,22.3,1001.6,80.0,1.6,4.6,11.1,72.39791666666667
29.2,33.8,23.8,1004.3,76.0,1.9,2.4,7.6,69.30541666666666
28.6,34.7,24.5,1004.6,83.0,1.6,2.0,5.4,87.87208333333332
28.6,34.7,24.6,1004.5,82.0,1.4,3.9,7.6,66.49249999999999
26.8,34.7,24.4,1004.5,88.0,1.3,3.1,5.4,89.19833333333334
25.4,34.1,23.8,1004.1,97.0,1.4,6.1,14.8,78.39958333333333
25.0,28.0,22.4,1002.3,99.0,1.1,4.4,7.6,80.32041666666667
25.2,27.6,22.6,1001.0,99.0,1.3,8.5,13.0,84.5425
27.6,31.0,22.6,1004.9,83.0,1.9,5.9,11.1,73.13291666666666
27.8,33.4,22.7,1007.5,84.0,1.6,2.6,7.6,80.84958333333331
28.9,33.6,22.4,1006.1,75.0,1.8,3.9,11.1,86.425
29.5,34.2,23.6,1004.7,72.0,1.8,3.7,9.4,80.84666666666668
28.6,34.2,23.3,1004.9,73.0,1.9,3.7,11.1,79.62541666666665
28.7,34.3,23.2,1005.1,77.0,1.8,3.9,11.1,90.5425
28.5,34.7,23.7,1004.0,74.0,1.9,3.9,11.1,82.29291666666667
29.3,35.2,23.2,1004.8,65.0,1.8,4.3,9.4,77.96291666666669
29.2,35.2,22.5,1005.8,62.0,1.9,8.1,22.2,88.24916666666665
28.8,35.1,22.1,1007.3,71.0,1.9,3.1,11.1,91.50875000000002
28.7,35.1,23.8,1006.5,73.0,1.8,3.9,9.4,101.92458333333332
26.6,34.0,22.4,1008.3,79.0,1.8,7.8,13.0,93.18874999999996
24.8,31.0,21.8,1009.0,91.0,1.4,8.5,9.4,97.86458333333331
22.4,27.1,20.8,1009.9,100.0,1.0,9.4,14.8,97.26083333333334
22.0,24.0,19.3,1009.5,99.0,1.3,9.4,13.0,94.63791666666664
22.1,24.1,19.2,1010.7,98.0,1.3,4.8,11.1,92.68083333333334
25.0,30.1,20.2,1010.4,84.0,1.6,3.7,7.6,112.17374999999998
24.7,31.0,18.5,1011.2,76.0,1.8,3.1,7.6,105.33416666666665
26.4,31.2,19.0,1010.8,68.0,1.9,4.8,11.1,109.12958333333331
25.2,31.8,18.8,1010.5,73.0,1.4,1.5,7.6,114.38625000000002
25.3,31.6,19.1,1013.1,73.0,1.6,1.9,7.6,125.27833333333336
26.2,31.8,21.6,1011.7,67.0,1.6,3.9,11.1,121.14124999999996
25.3,32.5,17.5,1010.9,68.0,1.6,2.2,7.6,104.70333333333332
25.6,33.2,17.0,1010.8,64.0,1.9,0.7,5.4,117.60833333333332
24.8,34.6,16.9,1013.1,69.0,1.6,0.4,3.5,102.11666666666666
26.7,34.5,17.3,1015.0,60.0,1.6,2.2,7.6,125.41583333333335
24.1,33.5,17.4,1015.8,67.0,1.6,3.5,11.1,131.98041666666668
23.4,31.7,14.5,1014.6,67.0,1.4,0.7,5.4,123.77958333333332
22.9,31.2,14.9,1009.4,67.0,1.4,2.6,7.6,122.64083333333332
23.2,31.3,14.0,1008.9,63.0,1.4,5.7,14.8,122.43749999999996
23.1,31.4,14.9,1012.6,70.0,1.6,2.4,7.6,124.61124999999998
23.3,32.3,15.0,1012.3,66.0,1.4,1.9,7.6,118.81291666666668
22.7,31.9,14.6,1012.5,76.0,1.0,0.7,5.4,133.88458333333338
22.5,31.3,15.6,1013.8,76.0,1.0,1.1,7.6,143.94416666666672
22.5,31.8,15.0,1013.4,71.0,1.0,2.6,7.6,125.92541666666666
22.7,30.8,15.0,1013.3,74.0,1.1,1.7,7.6,146.51124999999996
23.2,33.0,15.2,1013.4,74.0,0.8,1.5,7.6,141.23333333333332
23.4,33.0,15.5,1011.4,73.0,1.0,2.6,9.4,137.91833333333332
22.7,31.0,15.8,1011.4,76.0,0.6,2.0,9.4,150.80666666666664
23.2,31.0,16.5,1012.9,78.0,0.8,0.9,3.5,138.87250000000003
23.7,30.0,18.4,1014.7,82.0,1.0,3.7,7.6,150.60666666666663
24.8,31.5,17.5,1014.7,76.0,1.0,2.8,11.1,144.52583333333334
24.7,32.0,17.0,1013.6,70.0,1.4,1.7,7.6,153.00750000000002
23.2,33.0,17.2,1014.7,74.0,1.0,1.7,7.6,147.08375000000004
22.7,29.6,16.9,1015.0,72.0,1.8,1.7,7.6,154.51583333333332
23.3,30.2,16.8,1016.2,72.0,1.4,2.0,9.4,148.03291666666664
21.4,29.5,14.6,1016.2,65.0,1.4,4.4,18.3,149.57166666666663
19.9,28.5,12.6,1015.9,63.0,1.3,4.4,14.8,165.53
19.4,28.3,12.6,1014.5,69.0,1.6,3.9,11.1,157.3425
22.7,30.2,14.1,1015.4,65.0,1.4,2.6,9.4,154.54708333333335
21.2,31.2,15.4,1014.5,69.0,1.6,1.1,5.4,159.69875
19.4,29.5,13.2,1014.2,59.0,1.4,2.0,5.4,166.25000000000003
17.8,27.5,11.3,1014.3,67.0,1.6,4.3,14.8,183.92833333333337
18.0,25.4,9.6,1015.9,64.0,1.4,2.4,5.4,170.3133333333333
17.5,26.0,9.0,1015.8,67.0,1.4,1.9,5.4,167.7095833333333
17.7,27.0,9.6,1014.5,66.0,1.3,2.2,7.6,170.8095833333333
17.3,27.3,8.9,1013.7,68.0,1.4,3.0,14.8,175.28374999999997
18.5,27.3,9.4,1013.8,60.0,1.4,5.7,11.1,179.07875
17.1,26.5,8.0,1013.8,60.0,1.6,5.7,13.0,185.82791666666665
17.2,27.0,8.4,1014.1,63.0,1.4,1.9,7.6,188.1995833333333
16.2,27.4,7.8,1016.1,68.0,1.6,1.7,7.6,172.26250000000002
17.7,28.3,8.3,1012.6,67.0,1.0,3.1,11.1,183.00041666666667
16.8,27.2,7.9,1011.1,68.0,1.1,0.9,7.6,181.8920833333333
16.4,27.5,7.6,1013.3,66.0,1.0,1.5,7.6,174.3970833333333
15.8,27.2,7.3,1015.3,77.0,0.8,1.3,5.4,186.3025
16.6,27.1,8.3,1016.2,74.0,1.0,2.8,11.1,189.07041666666663
16.4,26.2,8.3,1014.8,73.0,0.8,3.0,13.0,185.9883333333333
16.6,27.7,8.0,1014.1,74.0,0.8,2.0,7.6,191.26583333333335
16.6,27.7,8.4,1015.0,79.0,0.8,0.4,3.5,192.96166666666664
16.6,26.4,9.0,1015.2,79.0,0.8,1.7,9.4,183.8516666666666
16.1,25.2,7.6,1016.9,72.0,0.8,1.1,9.4,188.94124999999997
15.4,25.6,8.0,1015.8,74.0,0.8,6.1,14.8,187.1275
16.3,24.1,9.6,1014.7,69.0,0.8,8.0,14.8,201.03625
17.1,24.4,8.3,1015.8,66.0,1.1,3.9,11.1,193.33333333333331
16.7,26.8,8.4,1014.4,69.0,1.4,2.8,13.0,193.74916666666664
16.7,26.8,8.3,1014.9,73.0,1.0,1.5,7.6,192.92208333333335
16.7,28.4,8.8,1015.2,73.0,1.1,2.8,7.6,212.11125000000004
16.9,28.4,8.4,1014.3,67.0,1.4,3.5,9.4,199.3100000000001
17.6,27.1,8.9,1015.6,58.0,1.6,8.3,14.8,202.85916666666665
15.9,26.8,10.0,1015.9,62.0,1.8,5.7,14.8,219.81208333333333
13.9,24.6,6.4,1014.5,67.0,1.9,4.6,11.1,205.8779166666667
15.5,23.4,6.2,1014.3,64.0,1.8,4.3,11.1,211.0595833333333
14.7,24.5,6.0,1015.5,66.0,1.6,3.0,9.4,209.93625
14.2,24.7,6.2,1015.4,77.0,0.8,2.4,11.1,213.70291666666665
13.3,23.7,7.2,1014.6,79.0,0.6,2.4,5.4,208.8191666666667
14.1,23.2,6.3,1014.0,74.0,0.8,3.5,11.1,221.21375
13.4,23.2,7.1,1015.2,78.0,0.6,0.4,3.5,213.6983333333333
13.1,21.1,7.2,1014.9,80.0,0.6,3.0,7.6,217.5495833333333
12.5,20.6,5.3,1014.4,80.0,0.6,0.7,5.4,222.54416666666663
12.2,20.1,5.4,1016.0,74.0,1.1,5.6,9.4,220.0125
10.2,20.0,5.3,1016.6,84.0,0.6,6.1,14.8,222.95708333333337
9.3,16.2,5.0,1019.5,93.0,0.3,1.9,7.6,233.2970833333333
11.3,16.8,5.6,1018.1,80.0,0.6,8.9,14.8,224.10791666666668
14.2,21.6,6.3,1017.6,66.0,1.4,6.9,18.3,237.83166666666668
15.4,23.4,7.0,1018.2,69.0,1.3,3.3,7.6,235.24916666666664
